"Data Source","World Development Indicators",

"Last Updated Date","2017-09-18",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"United Kingdom","GBR","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.8","0.9","0.9","0.9","0.9","0.9","0.9","0.9","0.9","0.9","0.9","1","1","1.1","1.1","1.1","1.2","1.2","1.2","1.3","1.3","1.3","1.3","1.4","1.4","1.4","1.4","1.5","1.5","1.5","1.6","1.6","1.6","1.7","1.7","1.7","1.8","2.294","1.9","1.9","1.9","2","2.3","2.2","","","","","","","2.698","2.745","2.757","2.777","2.806","2.806","",
"Georgia","GEO","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","3.20000004768372","3.29999995231628","3.3199999332428","3.40000009536743","3.47510004043579","3.63000011444092","3.72000002861023","3.80999994277954","3.95000004768372","4","4.12319993972778","4.2121000289917","4.31869983673096","4.33300018310547","4.47130012512207","4.61100006103516","4.69869995117188","4.80800008773804","4.86840009689331","4.97060012817383","4.9256000519","4.897600174","4.7255001068","5.00330019","4.898900032","4.792","4.457","5.192","5.042","3.768","4.731","4.295","3.907","4.089","","","4.65","4.538","4.663","4.794","4.289","4.377","4.406","4.477","4.776","","",
"Ghana","GHA","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.0465013273060322","","","","","0.0728062316775322","","","","","0.0775000005960464","","","","","0.0775000005960464","","","","","","","","","0.0671999976038933","","","0.048700001090765","","0.0430000014603138","","","","","","","0.062","","","","","","0.09","","0.155","","","0.074","0.112","0.086","0.096","","","","","","",
"Gibraltar","GIB","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.0363520421087742","","","","","0.0217889901250601","","","","","0.0197000000625849","","","","","","","","","","","0.0219999998807907","0.0215000007301569","","","0.0256999991834164","","","","","0.1342999935","","","","0.1521999985","0.13","","","","","0.087","","","","0.104","0.097","","","","","0.1","","","","","","",
"Gambia, The","GMB","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.0426136367022991","","","","","","","","","","0.0408999994397163","","","","","0.0401000007987022","","","","","","","","","","0.0811000019311905","","","","","","","","0.0163000003","","","","0.035","","","","","","0.116","0.119","0.115","0.118","0.103","0.11","","0.038","","","","","","",
"Guinea-Bissau","GNB","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.0448833033442497","","","","","","","","","","0.0515000000596046","","","","","","","","","","0.141499996185303","","","","","0.144400000572205","","","","","","","","","0.1765999943","","0.166","","","","","","","","0.131","","","","0.05","0.078","0.045","","","","","","",
"Equatorial Guinea","GNQ","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.16666667163372","","","","","","","","","","0.0859000012278557","","","","","","","","","","","","","","","","","","","","0.2813000083","","","","","0.208","0.246","","","","","","","","0.252","","","","","","","","","","","","",
"Greece","GRC","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","1.3","1.2","1.3","1.3","1.4","1.4","1.4","1.5","1.5","1.6","1.6","1.7","1.7","1.9","2","2","2.1","2.2","2.3","2.3","2.4","2.5","2.6","2.8","2.9","2.9","3.1","3.3","3.2","3.3","3.4","3.6","3.7","3.8","3.8","3.9","3.9","4","4.1","4.2","4.3","4.38","","","","5","5.35","","6.043","","6.197","6.226","6.23","6.231","6.255","","",
"Grenada","GRD","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.222222223877907","","","","","","","","","","0.345899999141693","","","","","","","","","","","","","","0.490299999713898","","","","0.55349999666214","","0.5","","","0.5777999759","","0.65","","0.405","","0.582","0.571","0.569","0.568","0.567","","","0.668","","","","","","","","","","",
"Greenland","GRL","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","1.16923081874847","","","","","","","","","","0.905200004577637","","","","","","","","","","1.13549995422363","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.184203892946243","","","","","0.271134465932846","","","","","0.273699998855591","","","","","","","","","","","","","","0.469700008630753","","","","0.260300010442734","","0.7799999714","","","0.2500999868","","1.1","","0.933","","0.873","","","","","","","","","","0.897","","","","","","","",
"Guam","GUM","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","1.18690001964569","","","","","","","","","","","","","1.084","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.254833042621613","","","","","","","","","","0.235499992966652","","","","","0.249300003051758","","","","","","","","","0.165000006556511","0.168400004506111","","","","","0.1700000018","","","0.1118000001","","0.33","","0.181","","","0.493","","","","","","","","","0.214","0.214","","","","","","",
"High income","HIC","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.12086601889867","","","","","","","","","","2.63151419421693","","","","","","","","","","","","2.935092916568","","","","",
"Hong Kong SAR, China","HKG","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.326697140932083","","","","","0.3962621986866","","","","","0.662599980831146","","","","","0.67220002412796","","","","","0.825999975204468","","","","","","0.931800007820129","","","","","","","1.203799963","1.2707999945","1.319","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.081309400498867","","","","","0.190200448036194","","","","","0.268500000238419","","","","","0.268999993801117","","","","0.330700010061264","","0.332399994134903","","","0.690599977970123","","","","0.829100012779236","","0.6999999881","0.4106999934","","","","0.65","","0.832","","","0.589","","","","","0.39","","","","","","","","","","","",
"Heavily indebted poor countries (HIPC)","HPC","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0873589922251747","","","","","","","","","","0.113953949825394","","","","","","","","","","","","0.2644818477896","","","","",
"Croatia","HRV","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","1.67270004749298","1.73790001869202","1.80809998512268","1.85829997062683","1.88030004501343","1.94379997253418","2.0164999961853","2.06579995155334","2.09279990196228","2.1340000629425","2.125","1.954","1.996","1.976","1.962","1.969","2.06","2.055","1.915","1.806","2.383","2.374","2.4","2.444","2.4","2.5","2.47","2.59","2.66117938888262","","2.851","2.903","2.979","3.021","3.126","","",
"Haiti","HTI","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.105152472853661","","","","","0.0697562173008919","","","","","0.0798999965190887","","","","","0.0807000026106834","","","","","","0.110100001096725","","","0.140799999237061","0.136999994516373","","","0.142700001597404","","0.0799999982","","0.0839999989","0.0921000019","","0.16","","","0.236","","","","","","","","","","","","","","","","","","",
"Hungary","HUN","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","1.5","1.6","1.7","1.7","1.8","1.9","1.9","2","1.9","2","2","2.1","2.1","2.2","2.2","2.2","2.3","2.3","2.4","2.5","2.3","2.3","2.4","2.4","2.5","2.5","2.6","2.7","2.7","2.7","3.166","3.265","3.333","3.29","3.342","3.346","3.389","3.441","3.515","3.549","","","3.668","3.771","3.843","3.225","3.5","3.2","3.591","3.507","2.864","2.953","3.077","3.199","3.316","","",
"IBRD only","IBD","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.24153208604114","","","","","","","","","","1.16821591429912","","","","","","","","","","","","1.43440937329764","","","","",
"IDA & IBRD total","IBT","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.07380826528078","","","","","","","","","","1.01587048107406","","","","","","","","","","","","1.20424550277498","","","","",
"IDA total","IDA","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.31927977338857","","","","","","","","","","0.379154844131159","","","","","","","","","","","","0.463006728098136","","","","",
"IDA blend","IDB","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.569598344464201","","","","","","","","","","0.646472730223749","","","","","","","","","","","","0.657730625539363","","","","",
"Indonesia","IDN","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.0206178985536098","","","","","0.0315454415977001","","","","","0.0373000018298626","","","","","0.0370999984443188","","","","0.0854000002145767","","0.0803000032901764","","0.106299996376038","","","","","","0.142299994826317","0.1441999972","0.1476999968","","0.058","0.1599999964","","","","","","0.162","","","0.134","","","0.13","0.288","","0.145","0.14","","0.201","","","","",
"IDA only","IDX","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.174257406189001","","","","","","","","","","0.222099053033165","","","","","","","","","","","","0.358814615792889","","","","",
"Isle of Man","IMN","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.247601962747906","","","","","0.259587701201175","","","","","0.308034128130151","","","","","","","","","","","0.683599198998652","","","","","0.786714511516445","","","","0.5772457434","","","","","","","","","","","","","","","","","","","","1.448671001","","","","","","",
"India","IND","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.210477665066719","","","","","0.204917058348656","","","","","0.204500004649162","","","","","0.204099997878075","","","","","0.371199995279312","0.270000010728836","","","0.396499991416931","","","","0.406599998474121","","","1.225","0.4799999893","0.4066999853","","","","","0.513","","0.527","0.538","0.557","0.564","0.573","0.577","0.587","0.6","0.615","0.624","0.663","0.739","0.699","","0.725","","",
"Not classified","INX","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","2","2","2.1","2.1","2.1","2.2","2.3","2.2","2.4","2.4","2.6","2.786","","2.94","3.08","3.187","","","2.625","2.667","2.647","2.777","2.789","",
"Iran, Islamic Rep.","IRN","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.244223803281784","","","","","0.256923884153366","","","","","0.30579999089241","","","","","","","","","","","0.338299989700317","","","","","0.346500009298325","0.375999987125397","0.31810000538826","","","","","0.3183000088","","","0.85","","1.049","","","","","","0.877","0.882","","","","","0.89","","","","1.491","","",
"Iraq","IRQ","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.195414051413536","","","","","0.199974924325943","","","","","0.308899998664856","","","","","","","","","","0.563000023365021","0.568000018596649","","","","","0.596099972724915","0.576399981975555","","","0.6029000282","","","0.6028000116","","","","","0.55","","","0.543","","","0.658","0.66","","0.528","","","0.639","","","","0.854","","",
"Iceland","ISL","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.2","1.3","1.3","1.4","1.5","1.6","1.6","1.7","1.8","1.9","1.9","2","2","2.1","2.2","2.3","2.3","2.4","2.6","2.6","2.7","2.7","2.8","2.8","2.8","3","3","3","3","3.1","3.3","3.3","3.4","3.442","3.485","3.587","3.613","3.603","3.606","3.633","3.69","3.735","3.713","3.591","","3.531","3.59","3.645","3.791","",
"Israel","ISR","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","2.47161769866943","","","","","2.50019502639771","","","","","2.88120007514954","2.97440004348755","3.15590000152588","3.30419993400574","","","","","","2.6939001083374","3.09409999847412","3.16659998893738","3.21350002288818","3.32299995422363","3.35339999198914","3.21460008621216","3.20040011405945","3.20740008354187","3.21029996871948","3.19549989700317","3.2070000172","3.3029000759","3.6565001011","3.6960000992","3.7309000492","4.857","3.766","3.793","3.775","3.915","3.766","3.91","","3.82","","","3.67","3.633","","","3.414","3.345","3.344","3.539","3.619","","",
"Italy","ITA","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.8","3.7","3.9","4.1","4","4.1","4.2","4.2","4.4","4.4","4.1","4.203","","3.7","","4.242","3.802","","","3.861","3.93","3.945","","",
"Jamaica","JAM","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.386126458644867","","","","","0.501704573631287","","","","","0.379900008440018","","","","","","","","","0.360700011253357","","0.358900010585785","","","0.489100009202957","","","","","","0.5699999928","","","0.4720000029","","0.57","1.401","1.401","","","","","","0.85","","","","","0.406","","","","","","","","",
"Jordan","JOR","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.345971554517746","","","","","0.369680851697922","","","","","0.403800010681152","","","","","0.377900004386902","","","","","0.786300003528595","1.11409997940063","1.12810003757477","","1.15939998626709","","","","","","","1.3478000164","","","1.6254999638","","","1.66","1.058","2.065","2.008","2.191","2.372","2.454","2.204","2.421","2.482","2.653","2.425","2.342","2.487","","","","2.65","","",
"Japan","JPN","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","1","1","1","1","1","1","1","1","1","1.1","1.1","1.1","1.1","1.1","1.1","1.1","1.1","1.2","1.2","1.2","1.3","1.3","1.4","","1.4","1.5","1.5","","1.6","","1.733","","1.784","","1.858","","1.93","","1.985","","2.035","","2.081","","2.133","","2.186","","2.252","","2.227","","2.297","","","","",
"Kazakhstan","KAZ","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","3.03570008277893","3.15409994125366","3.25329995155334","3.39590001106262","3.53130006790161","3.62910008430481","3.72429990768433","3.791100025177","3.87150001525879","3.96239995956421","3.9758999348","3.8389000893","3.9075000286","3.7658998966","3.6036999226","3.635","3.639","3.301","3.528","3.201","3.292","3.302","3.612","3.539","3.6","3.7","3.88","3.877","3.7","3.687","3.506","3.548","3.489","3.501","3.274","","",
"Kenya","KEN","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.0919347107410431","","","","","0.0752897709608078","","","","","0.125","","","","","0.126599997282028","","","","","","0.0989999994635582","0.120200000703335","","","0.154499992728233","","","","","0.0450999998","","","0.1377999932","","0.132","","","","","","","0.138","","","","","","0.173","0.176","0.177","0.182","0.19","0.199","","","",
"Kyrgyz Republic","KGZ","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","2.60190010070801","3.08839988708496","2.76939988136292","3.06080007553101","2.9284999370575","3.03859996795654","3.14709997177124","3.24959993362427","3.32349991798401","3.36870002746582","3.3740999699","3.4124000072","3.3494999409","3.1184000969","3.0964000225","3.208","3.293","3.058","3.01","2.875","2.823","2.679","2.6","2.6","2.5","","2.39","2.301","2.464","2.441","1.881","1.911","1.894","1.886","1.854","","",
"Cambodia","KHM","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.0283452980220318","","","","","0.0446181409060955","","","","","0.0615000016987324","","","","","","","","","","","","","0.0582000017166138","","","","","","","","","0.1067000031","0.1037999988","0.1048000008","","0.113","","0.147","0.296","0.168","","","","","","","","0.244","0.237","0.229","0.226","0.165","0.168","","","",
"Kiribati","KIR","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.540540516376495","","","","","","","","","","0.613499999046326","","","","","","","","","","0.51639997959137","","","","","","0.4966000020504","","","","0.1934999973","0.1761000007","0.185800001","0.1300999969","","","","","","","","","","","","","","","0.254","0.327","0.376","","","0.203","","","",
"St. Kitts and Nevis","KNA","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.235294118523598","","","","","","","","","","0.311800003051758","","","","","","","","","","0.36039999127388","","","","0.458000004291534","","","","","","0.686","0.683","0.75","0.765","0.921","1.073","1.106","1.094","1.036","1.024","1.0952","1.06","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","","0.5","0.5","0.5","0.6","0.6","0.6","0.7","0.7","0.8","0.8","0.9","1","1","1.1","1.1","1.2","1.2","1.3","1.3","1.3","1.4","1.5","1.573","1.733","1.793","1.842","1.898","1.96","2.017","2.002","2.054","2.099","2.185","2.231","","",
"Kuwait","KWT","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.870503604412079","","","","","1.26326966285706","","","","","0.954299986362457","","","","","","","","","","1.6981999874115","1.41170001029968","1.62039995193481","","","","1.56560003757477","","","","0.1831","","","","","1.783","","1.89","","","","","","1.9","1.5","1.8","1.445","1.856","1.846","1.853","2.5","2.6","2.7","","1.949","","",
"Latin America & Caribbean (excluding high income)","LAC","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.21499112056233","","","","","","","","","","1.6079133192188","","","","","","","","","","","","2.00122417439986","","","","",
"Lao PDR","LAO","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.0202112998813391","","","","","0.0411184206604958","","","","","0.0659999996423721","","","","","","0.0509000010788441","","","","","","","","","0.728799998760223","","","","","0.2343000025","","","","","0.341","0.586","","","","0.284","","","","0.353","0.281","","","","0.197","0.272","","0.179","","","","",
"Lebanon","LBN","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.777781188488007","","","","","0.937694609165192","","","","","0.726000010967255","","","","","","","","","1.69260001182556","","1.71430003643036","","1.25530004501343","","","","","","1.86240005493164","","1.3258999586","","1.8622000217","","","","2.1","","","","3.424","","","","","2.899","2.738","","","2.671","2.968","","","2.38","","",
"Liberia","LBR","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.0769971162080765","","","","","0.0803347304463387","","","","","0.0794000029563904","","","","","0.0795999988913536","","","","","","0.105800002813339","","0.106700003147125","","","","","","","","","","","","","","0.023","","","","","","","0.032","","","","0.014","","0.014","","","","","","",
"Libya","LBY","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.151964411139488","","","","","0.258780032396317","","","","","0.368099987506866","","","","","","","","","","1.33319997787476","1.63269996643066","1.56239998340607","1.43970000743866","","","","","","","1.07099998","","","1.4407999516","","","","1.259","","","","","","","1.24","","","","1.823","1.934","1.9","","","","2.092","","",
"St. Lucia","LCA","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.138824611902237","","","","","","","","","","0.187399998307228","","","","","","","","","","","","","","0.284799993038177","","","","","","0.349999994","0.3932999969","","0.5440000296","","0.56","","0.473","","","","0.819","0.437","0.464","0.416","0.502","","0.182","0.156","0.103","","","","","","","",
"Latin America & Caribbean","LCN","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.22755474900234","","","","","","","","","","1.59847251055096","","","","","","","","","","","","1.98009488294434","","","","",
"Least developed countries: UN classification","LDC","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0876940719948737","","","","","","","","","","0.139041816957249","","","","","","","","","","","","0.308538591684045","","","","",
"Low income","LIC","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0555296587169715","","","","","","","","","","0.056382450740621","","","","","","","","","","","","0.201961025719387","","","","",
"Liechtenstein","LIE","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.222570538520813","","","","","0.171891793608665","","","","","0.169400006532669","","","","","0.16949999332428","","","","","0.139400005340576","0.133799999952316","0.13400000333786","","","0.18129999935627","0.137600004673004","","","0.146099999547005","","0.139","0.165","0.207","0.185","0.222","0.278","0.305","0.346","0.375","0.424","0.443","","","0.541","0.522","0.523","0.556","0.626","0.684","0.726","","","","","","",
"Lower middle income","LMC","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.890926899033118","","","","","","","","","","0.619190211433852","","","","","","","","","","","","0.734448610757008","","","","",
"Low & middle income","LMY","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.06900554017075","","","","","","","","","","1.01624823498949","","","","","","","","","","","","1.2155630149312","","","","",
"Lesotho","LSO","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.0417136400938034","","","","","0.0482897385954857","","","","","0.0318000018596649","","","","","0.0318999998271465","","","","","","","","","","0.0710000023245811","","","","","0.0430000015","","","0.0504000001","","0.054","","","","","","","","0.047","","","","","","","","","","","","","",
"Late-demographic dividend","LTE","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.37847106811467","","","","","","","","","","1.46231220137317","","","","","","","","","","","","1.93803008929975","","","","",
"Lithuania","LTU","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","3.72009992599487","3.81649994850159","3.8850998878479","3.94120001792908","3.97659993171692","4.0269999504","3.904900074","3.9279999733","3.9776000977","4.0911002159","4.062","4.098","4.129","4.125","4.147","4.01","4.027","","","","","3.95","4.034","3.664","","3.915","4.041","4.178","4.268","4.33","","",
"Luxembourg","LUX","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","1","1","1","1","1","1","1","1","1.1","1.1","1.1","1.2","1.2","1.2","1.2","1.3","1.3","1.3","1.5","1.6","1.7","1.5","1.7","1.7","1.7","1.8","1.9","1.8","1.9","2","2","2","2.1","2.1","2.2","2.2","2.3","2.4","2.4","2.5","2.5","2.5","2.6","2.7","2.73","2.852","","2.862","","","2.764","2.748","2.776","2.799","2.855","2.92","",
"Latvia","LVA","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","3.62299990653992","","","","","4.09910011291504","4.07709980010986","4.11180019378662","4.18330001831055","4.16200017929077","4.694","4.614","4.098","3.64","3.438","3.376","3.509","3.448","3.298","3.358","3.43","3.302","3.419","3.447","3.583","3.684","3.793","3.691","3.935","3.761","3.117","3.128","3.14","3.193","3.223","","",
"Macao SAR, China","MAC","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.410404622554779","","","","","","","","","","0.633899986743927","","","","","","","","","","1.06749999523163","1.12249994277954","","","","","2.42790007591248","1.56190001964569","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Martin (French part)","MAF","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.106313437223434","","","","","0.0824889317154884","","","","","0.0763999968767166","","","","","0.0763000026345253","","","","","","0.0538999997079372","0.0644999966025352","","","","","0.217199996113777","0.214300006628037","","","","","0.2143999934","0.3628000021","","","0.46","","","","0.483","","","0.531","","","0.589","","0.652","0.62","","","","0.618","","",
"Monaco","MCO","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","2.40000009536743","1.95829999446869","2.20830011367798","2.25","2.375","2.35999989509583","2.41669988632202","2.40000009536743","2.3199999332428","2.35999989509583","2.38459992408752","2.23079991340637","2.18519997596741","","","","","","","2.85710000991821","","","3","","","5.81","","","","","","","","","","","","","","","","6.723","6.791","6.662","6.645","","",
"Moldova","MDA","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","2.81559991836548","2.89529991149902","3.00690007209778","3.08920001983643","3.19320011138916","3.29670000076294","3.37030005455017","3.44359993934631","3.52040004730225","3.57340002059937","3.5501999855","3.4841001034","3.5095999241","3.5553998947","3.5643000603","3.513","3.562","3.582","3.631","3.245","3.18","2.694","","2.636","","","2.66","2.668","","","2.439","2.467","2.469","2.561","2.537","","",
"Madagascar","MDG","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.114589147269726","","","","","0.0929660573601723","","","","","0.0971999987959862","","","","","0.0962999984622002","","","","","","0.0993999987840652","","","","0.100900001823902","","","","","0.1196999997","","","","","0.272","0.107","","","","","0.087","0.136","0.148","0.157","0.181","0.171","0.182","0.187","0.182","0.196","0.144","0.143","","","","",
"Maldives","MDV","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","0.033100001513958","","","","","","","","","","","0.049100000411272","0.0654999986290932","","","","","","","0.0724000036716461","0.0697999969","0.192","","0.285","","0.4","0.666","","","","0.777","","","","1.007","","","1.75","","1.61","1.579","","","","","","",
"Middle East & North Africa","MEA","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.682997796466409","","","","","","","","","","1.24817273918558","","","","","","","","","","","","1.29477735721003","","","","",
"Mexico","MEX","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1.1","1.3","1.4","1.5","1.6","1.6","1.4","1.2","1.7","1.905","1.5","1.5","1.5","2.893","1.749","1.864","1.888","1.925","1.959","1.922","2.019","2.029","2.071","","","",
"Marshall Islands","MHL","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.422","","","","0.471","","","","","","","0.595","0.456","","0.438","","0.456","","","","",
"Middle income","MIC","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.13404501587693","","","","","","","","","","1.08120856889669","","","","","","","","","","","","1.31861147962095","","","","",
"Macedonia, FYR","MKD","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","","","","","","","","","","","0.890200018882751","0.918900012969971","0.953499972820282","1.01230001449585","1.02540004253387","1.12080001831055","1.11389994621277","1.15810000896454","1.23810005187988","1.31079995632172","1.34360003471375","1.46609997749329","1.49479997158051","1.67869997024536","1.6713000535965","1.80850005149841","1.90110003948212","1.95190000534058","2.03290009498596","2.13969993591309","2.1677000523","2.342400074","2.3710000515","2.3429000378","2.3150999546","2.297","2.251","2.249","2.246","2.211","2.201","2.191","","","","","2.5463","","2.627","2.605","2.687","2.734","2.781","2.8","","","",
"Mali","MLI","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.0144827589392662","","","","","0.0194154493510723","","","","","0.0227000005543232","","","","","0.0233999993652105","","","","","0.0392999984323978","0.0384999997913837","","","","0.0394000001251698","","0.0425000004470348","0.0544000007212162","","0.0513999984","","","","0.0469999984","0.043","0.063","","","","0.044","","","","0.084","","","0.077","0.049","0.076","0.085","","","","","","",
"Malta","MLT","Physicians (per 1,000 people)","SH.MED.PHYS.ZS","0.890577495098114","","","","","","","","","","1.07190001010895","1.02610003948212","","","","1.27629995346069","","","","","","1.17190003395081","1.26610004901886","","1.37950003147125","","","2.03189992904663","2.01500010490417","1.97319996356964","2.2592000961","2.446199894","2.4217998981","2.4525260925","","","","2.465","2.607","2.591","2.654","2.926","","3.183","","","3.88","3.351","","3.073","3.104","3.185","3.323","3.518","3.749","3.908","",
