NodeName,City,StateCode,CountryCode,Lon,Lat
NCE,Nice,NULL,FR,7.21,43.66
NCL,Newcastle,EN,GB,-1.71,55.04
NCU,Nukus,NULL,UZ,59.63,42.48
NCY,Annecy,NULL,FR,6.1,45.93
NDB,Nouadhibou,NULL,MR,-17.03,20.93
NDC,Nanded,NULL,IN,77.32,19.18
NDE,Mandera,NULL,KE,41.87,3.93
NDG,Qiqihar,NULL,CN,123.92,47.32
NDJ,Ndjamena,NULL,TD,15.03,12.13
NDR,Nador,NULL,MA,-2.92,35.15
NDY,Sanday,SC,GB,-2.58,59.25
NER,Neryungri,NULL,RU,124.6,56.65
NEV,Nevis,NULL,KN,-62.59,17.2
NGB,Ningbo,NULL,CN,121.46,29.82
NGK,Nogliki ,NULL,RU,143.16,51.81
NGO,Nagoya,NULL,JP,136.81,34.86
NGQ,shiquanhe ,NULL,CN,108.79,34.38
NGS,Nagasaki,NULL,JP,129.92,32.91
NHA,Nha Trang,NULL,VN,109.2,12.23
NHV,Nuku Hiva,NULL,PF,-140.22,-8.8
NIB,Nikolai,AK,US,-154.38,63.02
NIM,Niamey,NULL,NE,2.18,13.48
NIU,Niau ,NULL,PF,-146.37,-16.12
NJC,Nizhnevartovsk,NULL,RU,76.49,60.95
NJF,Najaf,NULL,IQ,-86.9,32.32
NKC,Nouakchott,NULL,MR,-15.95,18.1
NKG,Nanking,NULL,CN,118.87,31.74
NKI,Naukiti,AK,US,-133.22,55.37
NKM,Nagoya,NULL,JP,136.92,35.25
NLA,Ndola,NULL,ZM,28.67,-12.99
NLD,Nuevo Laredo,NULL,MX,-99.57,27.43
NLG,Nelson Lagoon,AK,US,-161.15,56
NLK,Norfolk Island,NULL,NF,167.94,-29.04
NLV,Nikolaev,NULL,UA,31.92,47.05
NMA,Namangan,NULL,UZ,71.6,40.98
NME,Nightmute,AK,US,-163.98,60.48
NNB,Santa Ana,NULL,SB,162.5,-10.83
NNG,Nanning,NULL,CN,108.17,22.61
NNL,Nondalton,AK,US,-154.84,59.98
NNM,Naryan-Mar,NULL,RU,53.15,67.62
NNT,Nan,NULL,TH,100.78,18.8
NNX,Nunukan,NULL,ID,117.65,4.15
NNY,Nanyang,NULL,CN,112.61,32.98
NOB,Nosara Beach,NULL,CR,-85.53,9.8
NOC,Knock,NULL,IE,-8.81,53.91
NOJ,Nojabrxsk,NULL,RU,75.29,63.18
NOS,Nossi-be,NULL,MG,48.31,-13.31
NOU,Noumea,NULL,NC,166.22,-22.02
NOV,Huambo,NULL,AO,15.76,-12.81
NOZ,Novokuznetsk,NULL,RU,87.17,53.75
NPE,Napier,NULL,NZ,176.87,-39.47
NPL,New Plymouth,NULL,NZ,174.18,-39.01
NQN,Neuquen,NE,AR,-68.15,-38.95
NQU,Nuqui,NULL,CO,-77.28,5.7
NQY,Newquay,EN,GB,-5,50.44
NRA,Narrandera,NSW,AU,146.51,-34.71
NRD,Norderney,NULL,DE,7.17,53.83
NRK,Norrkoping,NULL,SE,16.23,58.58
NRL,North Ronaldsay,SC,GB,-2.43,59.37
NRN,Dusseldorf,NULL,DE,6.15,51.6
NRT,Tokyo,NULL,JP,140.39,35.77
NSH,Now Shahr,NULL,IR,51.5,36.67
NSI,Yaounde,NULL,CM,11.55,3.7
NSK,Norilsk',NULL,RU,87.34,69.32
NSN,Nelson,NULL,NZ,173.22,-41.3
NST,Nakhon Si Thammarat,NULL,TH,99.95,8.47
NTE,Nantes,NULL,FR,-1.6,47.16
NTG,Nantong,NULL,CN,120.98,32.07
NTL,Newcastle,NSW,AU,151.84,-32.8
NTN,Normanton,QLD,AU,141.07,-17.69
NTQ,Wajima,NULL,JP,136.96,37.29
NTX,Natuna Ranai,NULL,ID,108.38,3.95
NUE,Nuremberg,NULL,DE,11.08,49.49
NUI,Nuiqsut,AK,US,-151.01,70.21
NUK,"Nukutavake, Tuamoto Island",NULL,PF,-138.7,-19.18
NUL,Nulato,AK,US,-158.08,64.73
NUP,Nunapitchuk,AK,US,-162.47,60.89
NUS,Norsup,NULL,VU,167.4,-16.06
NUX,Novyj Urengoj,NULL,RU,76.52,66.07
NVA,Neiva,NULL,CO,-75.3,2.95
NVI,Navoi,NULL,UZ,65.16,40.12
NVK,Narvik,NULL,NO,17.43,68.42
NVT,Navegantes,SC,BR,-48.63,-26.87
NWI,Norwich,EN,GB,1.28,52.67
NYA,Nyagan ,NULL,RU,65.4,62.15
NYI,Sunyani,NULL,GH,-2.33,7.33
NYK,Nanyuki,NULL,KE,37.07,0.02
NYM,Nadym,NULL,RU,72.72,65.48
NYO,Stockholm,NULL,SE,16.92,58.78
NYU,Nyaung-u,NULL,MM,94.93,21.18
NZE,Nzerekore,NULL,GN,-8.7,7.81
NZH,Manzhouli,NULL,CN,117.33,49.57
OAG,Orange,NSW,AU,149.12,-33.38
OAJ,Jacksonville,NC,US,-77.61,34.83
OAK,Oakland,CA,US,-122.21,37.71
OAX,Oaxaca,NULL,MX,-96.72,17
OAZ,Lashkar Gah,NULL,AF,64.22,31.86
OBN,Oban,SC,GB,-5.4,56.47
OBO,Obihiro,NULL,JP,143.21,42.73
OBU,Kobuk,AK,US,-156.88,66.91
OBX,Obo,NULL,PG,141.32,-7.58
OCC,Coca,NULL,EC,-76.99,-0.46
ODN,Long Seridan,NULL,MY,115.07,4.03
ODO,Bodaybo ,NULL,US,114.18,57.85
ODS,Odessa,NULL,UA,30.68,46.44
ODY,Oudomxay,NULL,LA,104.17,20.58
OER,Ornskoldsvik,NULL,SE,18.99,63.41
OFI,Ouango Fitini,NULL,CI,-4.03,9.6
OGG,Kahului,HI,US,-156.44,20.89
OGL,Ogle,NULL,GY,-58.11,6.8
OGN,Yonaguni,NULL,JP,122.98,24.46
OGS,Ogdensburg,NY,US,-75.47,44.68
OGX,Ouargla,NULL,DZ,5.4,31.92
OGZ,Vladikavkaz,NULL,RU,44.6,43.2
OHD,Ohrid,NULL,MK,20.74,41.19
OHE,Mohe,NULL,CN,122.54,52.97
OHH,Okha,NULL,RU,142.93,53.58
OIM,Oshima,NULL,JP,139.37,34.78
OIT,Oita,NULL,JP,131.73,33.48
OKA,Okinawa,NULL,JP,127.77,26.37
OKC,Oklahoma City,OK,US,-97.6,35.4
OKI,Oki Island,NULL,JP,133.32,36.17
OKJ,Okayama,NULL,JP,133.85,34.76
OLA,Orland,NULL,NO,9.62,63.7
OLB,Olbia,NULL,IT,9.51,40.9
OLC,Sao Paulo de Olivenca ,NULL,BR,-68.87,-3.38
OLF,Wolf Point,MT,US,-105.57,48.09
OLH,Old Harbor,AK,US,-153.3,57.2
OLP,Olympic Dam,SA,AU,136.88,-30.48
OMA,Omaha,NE,US,-95.9,41.3
OME,Nome,AK,US,-165.44,64.51
OMH,Urmieh,NULL,IR,45.06,37.66
OMR,Oradea,NULL,RO,21.9,47.03
OMS,Omsk,NULL,RU,73.32,54.96
OND,Ondangwa,NULL,NA,15.94,-17.89
ONG,Mornington,QLD,AU,139.17,-16.66
ONJ,Odate Noshiro,NULL,JP,140.37,40.2
ONL,ONeill',NE,US,-98.65,42.45
ONP,Newport,OR,US,-124.05,44.63
ONT,Ontario,CA,US,-117.6,34.06
OOK,Toksook Bay,AK,US,-165.11,60.53
OOL,Coolangatta (Gold Coast),QLD,AU,153.51,-28.17
OOM,Cooma,NSW,AU,148.97,-36.31
OPO,Porto,NULL,PT,-8.67,41.24
OPS,Sinop,MT,BR,-55.58,-11.88
OPU,Balimo,NULL,PG,142.93,-8.03
ORB,Orebro,NULL,SE,15.05,59.23
ORD,Chicago,IL,US,-87.99,41.98
ORF,Norfolk,VA,US,-76.21,36.9
ORG,Paramaribo,NULL,SR,-55.19,5.81
ORI,Port Lions,AK,US,-152.84,57.89
ORK,Cork,NULL,IE,-8.49,51.85
ORN,Oran,NULL,DZ,-0.61,35.62
ORV,Noorvik,AK,US,-161.02,66.83
ORY,Paris,NULL,FR,2.36,48.73
OSD,Ostersund,NULL,SE,14.49,63.2
OSI,Osijek,NULL,HR,18.68,45.55
OSK,Oskarshamn,NULL,SE,16.43,57.27
OSL,Gardermoen,NULL,NO,11.1,60.19
OSM,Mosul,NULL,IQ,43.15,36.31
OSR,Ostrava,NULL,CZ,18.12,49.7
OSS,Osh,NULL,KG,72.79,40.61
OST,Ostend,NULL,BE,2.86,51.2
OSW,Orsk,NULL,RU,58.57,51.2
OSY,Namsos,NULL,NO,11.57,64.47
OTD,Contadora,NULL,PA,-79.57,8.67
OTH,North Bend,OR,US,-124.24,43.42
OTP,Bucharest,NULL,RO,26.08,44.57
OTZ,Kotzebue,AK,US,-162.61,66.89
OUA,Ouagadougou,NULL,BF,-1.51,12.36
OUD,Oujda,NULL,MA,-1.93,34.78
OUK,Outer Skerries,SI,GB,-0.75,60.42
OUL,Oulu,NULL,FI,25.38,64.93
OUZ,Zouerate,NULL,MR,-12.35,22.73
OVB,Novosibirsk,NULL,RU,82.67,55.01
OVD,Asturias,SP,ES,-6.03,43.56
OVS,Sovetsky ,NULL,RU,63.6,61.33
OWB,Owensboro,KY,US,-87.17,37.74
OXB,Bissau,NULL,GW,-15.66,11.89
OYG,Moyo,NULL,UG,31.72,3.65
OZC,Ozamis City,NULL,PH,123.85,8.18
OZH,Zaporozhye,NULL,UA,35.32,47.87
OZZ,Ouarzazate,NULL,MA,-6.92,30.92
PAC,Panama City,NULL,PA,-79.22,8.98
PAD,Paderborn,NULL,DE,8.62,51.61
PAE,Everett,WA,US,-122.28,47.91
PAG,Pagadian,NULL,PH,123.46,7.83
PAH,Paducah,KY,US,-88.77,37.06
PAP,Port Au Prince,NULL,HT,-72.29,18.58
PAS,Paros,NULL,GR,25.1,37.07
PAT,Patna,NULL,IN,85.09,25.59
PAZ,Poza Rica,NULL,MX,-97.47,20.52
PBC,Puebla,NULL,MX,-98.37,19.14
PBD,Porbandar,NULL,IN,69.66,21.65
PBG,Plattsburgh,NY,US,-73.48,44.7
PBH,Paro,NULL,BT,89.42,27.43
PBI,West Palm Beach,FL,US,-80.09,26.69
PBJ,Paama,NULL,VU,168.22,-16.43
PBM,Paramaribo,NULL,SR,-55.19,5.45
PBO,Paraburdoo,WA,AU,117.75,-23.17
PBP,Punta Islita,NULL,CR,-85.17,10.42
PBU,Putao,NULL,MM,97.42,27.33
PCL,Pucallpa,NULL,PE,-74.63,-8.33
PCR,Puerto Carreno,NULL,CO,-67.63,6.18
PDA,Puerto Inirida,NULL,CO,-67.88,3.88
PDB,Pedro Bay,AK,US,-154.12,59.78
PDG,Padang,NULL,ID,100.35,-0.88
PDL,Ponta Delgada (Azores),NULL,PT,-25.7,37.74
PDP,Punta Del Este,NULL,UY,-54.92,-34.91
PDS,Piedras Negras,NULL,MX,-100.52,28.7
PDT,Pendleton,OR,US,-118.84,45.7
PDV,Plovdiv,NULL,BG,24.72,42.3
PDX,Portland,OR,US,-122.59,45.59
PEC,Pelican,AK,US,-136.23,57.95
PED,Pardubice,NULL,CZ,15.74,50.01
PEE,Perm,NULL,RU,56.02,57.92
PEG,Perugia,NULL,IT,12.37,43.13
PEI,Pereira,NULL,CO,-75.74,4.82
PEK,Beijing,NULL,CN,116.59,40.08
PEM,Puerto Maldonado,NULL,PE,-69.23,-12.58
PEN,Penang,NULL,MY,100.27,5.29
PER,Perth,WA,AU,115.96,-31.93
PES,Petrozavodsk,NULL,RU,34.33,61.68
PET,Pelotas,RS,BR,-52.32,-31.72
PEU,Puerto Lempira,NULL,HN,-83.77,15.22
PEW,Peshawar,NULL,PK,71.52,33.99
PEX,Pechora,NULL,RU,57.13,65.12
PEZ,Penza,NULL,RU,45.02,53.12
PFB,Passo Fundo,RS,BR,-52.33,-28.25
PFO,Paphos,NULL,CY,32.49,34.71
PFQ,Parsabad,NULL,IR,47.88,39.61
PGA,Page,AZ,US,-111.45,36.93
PGD,Punta Gorda,FL,US,-81.99,26.92
PGF,Perpignan,NULL,FR,2.87,42.74
PGH,Pantnagar,NULL,IN,79.47,29.03
PGK,Pangkalpinang,NULL,ID,106.14,-2.16
PGM,Port Graham,AK,US,-151.83,59.35
PGU,Asaloyeh ,NULL,IR,52.62,27.48
PGV,Greenville,NC,US,-77.39,35.63
PGX,Perigueux,NULL,FR,0.72,45.18
PHC,Port Harcourt,NULL,NG,6.95,5.01
PHE,Port Hedland,WA,AU,118.63,-20.38
PHF,Newport News,VA,US,-76.5,37.13
PHG,Port Harcourt,NULL,NG,6.83,5.03
PHL,Philadelphia,PA,US,-75.24,39.88
PHO,Point Hope,AK,US,-166.8,68.35
PHS,Phitsanulok,NULL,TH,100.28,16.77
PHW,Phalaborwa,NULL,ZA,31.16,-23.93
PHX,Phoenix,AZ,US,-112,33.44
PIA,Peoria,IL,US,-89.69,40.67
PIB,Laurel,MS,US,-89.34,31.47
PIE,Saint Petersburg,FL,US,-82.7,27.91
PIF,Pingtung,NULL,TW,120.49,22.71
PIH,Pocatello,ID,US,-112.59,42.91
PIK,Glasgow,SC,GB,-4.61,55.51
PIN,Parintins,NULL,BR,-56.77,-2.67
PIO,Pisco,NULL,PE,-76.22,-13.75
PIP,Pilot Point,AK,US,-157.56,57.56
PIR,Pierre,SD,US,-100.29,44.38
PIS,Poitiers,NULL,FR,0.31,46.59
PIT,Pittsburgh,PA,US,-80.26,40.5
PIU,Piura,NULL,PE,-80.61,-5.2
PIX,Pico Island (Azores),NULL,PT,-28.3,38.47
PIZ,Point Lay,AK,US,-163.17,69.75
PJA,Pajala,NULL,SE,23.07,67.25
PJG,Panjgur,NULL,PK,64.1,26.97
PJM,Puerto Jimenez,NULL,CR,-83.33,8.58
PKA,Napaskiak,AK,US,-161.76,60.71
PKB,Parkersburg,WV,US,-81.44,39.35
PKC,Petropavlovsk-Kamchatsky,NULL,RU,158.65,53.02
PKE,Parkes,NSW,AU,148.23,-33.14
PKK,Pakokku,NULL,MM,95.11,21.34
PKN,Pangkalanbuun,NULL,ID,111.67,-2.7
PKP,Puka Puka,NULL,PF,-138.97,-14.75
PKR,Pokhara,NULL,NP,83.99,28.2
PKU,Pekanbaru,NULL,ID,101.45,0.46
PKV,Pskov,NULL,RU,28.3,57.82
PKY,Palangkaraya,NULL,ID,113.95,-2.22
PKZ,Pakse,NULL,LA,105.78,15.14
PLD,Playa Samara,NULL,CR,-85.42,10.25
PLH,Plymouth,EN,GB,-4.11,50.42
PLJ,Placencia,NULL,BZ,-88.35,16.53
PLM,Palembang,NULL,ID,104.7,-2.9
PLN,Pellston,MI,US,-84.79,45.57
PLO,Port Lincoln,SA,AU,135.87,-34.6
PLP,La Palma,NULL,PA,-78.13,8.33
PLQ,Palanga,NULL,LT,21.08,55.95
PLS,Providenciales,NULL,TC,-72.27,21.77
PLU,Belo Horizonte,MG,BR,-43.75,-19.75
PLW,Palu,NULL,ID,119.91,-0.92
PLX,Semipalatinsk,NULL,KZ,80.25,50.33
PLZ,Port Elizabeth,NULL,ZA,25.61,-33.98
PMA,Pemba,NULL,TZ,39.8,-5.24
PMC,Puerto Montt,NULL,CL,-73.1,-41.43
PMF,Milan,NULL,IT,10.33,44.8
PMI,Palma Mallorca,SP,ES,2.73,39.55
PML,Port Moller,AK,US,-160.56,56.01
PMO,Palermo,NULL,IT,13.1,38.19
PMQ,Perito Moreno,SC,AR,-70.98,-46.54
PMR,Palmerston North,NULL,NZ,175.62,-40.32
PMV,Porlamar,NULL,VE,-63.97,10.92
PMW,Palmas,TO,BR,-48.35,-10.24
PMY,Puerto Madryn,CB,AR,-65.07,-42.73
PMZ,Palmar,NULL,CR,-83.47,8.95
PNA,Pamplona,SP,ES,-1.64,42.77
PND,Punta Gorda,NULL,BZ,-88.82,16.1
PNH,Phnom Penh,NULL,KH,104.85,11.55
PNI,"Pohnpei, Caroline Islands",NULL,FM,158.2,6.98
PNK,Pontianak,NULL,ID,109.41,-0.15
PNL,Pantelleria,NULL,IT,11.97,36.81
PNP,Popondetta,NULL,PG,148.31,-8.81
PNQ,Pune,NULL,IN,73.92,18.58
PNR,Pointe Noire,NULL,CG,11.88,-4.81
PNS,Pensacola,FL,US,-87.19,30.48
PNT,Puerto Natales,NULL,CL,-72.52,-51.68
PNZ,Petrolina,PE,BR,-40.49,-9.39
POA,Porto Alegre,RS,BR,-51.18,-29.99
POD,Podor,NULL,SN,-14.97,16.67
POG,Port Gentil,NULL,GA,8.75,-0.72
POJ,Patos De Minas,MG,BR,-46.49,-18.67
POL,Pemba,NULL,MZ,40.52,-12.99
POM,Port Moresby,NULL,PG,147.21,-9.44
POP,Puerto Plata,NULL,DO,-70.56,19.75
POR,Pori,NULL,FI,21.79,61.47
POS,Port Of Spain,NULL,TT,-61.34,10.6
POW,Portoroz,NULL,SI,13.58,45.52
POZ,Poznan,NULL,PL,16.83,52.41
PPB,Presidente Prudente,SP,BR,-51.45,-22.1
PPG,Pago Pago,NULL,AS,-170.7,-14.33
PPK,Petropavlovsk,NULL,KZ,69.18,54.78
PPL,Phaplu,NULL,NP,86.6,27.52
PPN,Popayan,NULL,CO,-76.61,2.45
PPP,Proserpine,QLD,AU,148.55,-20.49
PPS,Puerto Princesa,NULL,PH,118.76,9.74
PPT,Papeete,NULL,PF,-149.61,-17.56
PPV,Port Protection,AK,US,-133.67,56.33
PPW,Papa Westray,SC,GB,-2.9,59.42
PQC,Phu Quoc,NULL,VN,103.96,10.22
PQI,Presque Isle,ME,US,-68.05,46.69
PQQ,Port Macquarie,NSW,AU,152.87,-31.43
PQS,Pilot Station,AK,US,-162.89,61.93
PRC,Prescott,AZ,US,-112.42,34.65
PRG,Prague,NULL,CZ,14.27,50.11
PRI,Praslin Island,NULL,SC,55.69,-4.32
PRN,Pristina,NULL,RS,21.04,42.57
PSA,Pisa,NULL,IT,10.4,43.7
PSC,Pasco,WA,US,-119.12,46.26
PSE,Ponce,NULL,PR,-66.56,18.01
PSG,Petersburg,AK,US,-132.94,56.8
PSO,Pasto,NULL,CO,-77.25,1.47
PSP,Palm Springs,CA,US,-116.51,33.82
PSR,Pescara,NULL,IT,14.19,42.43
PSS,Posadas,MI,AR,-55.97,-27.38
PSV,Papa Stour,SI,GB,-1.7,60.32
PSZ,Puerto Suarez,NULL,BO,-57.8,-18.97
PTA,Port Alsworth,AK,US,-145.33,60.2
PTG,Polokwane,NULL,ZA,29.97,-23.92
PTH,Port Heiden,AK,US,-158.64,56.96
PTJ,Portland,VIC,AU,141.63,-38.38
PTP,Pointe A Pitre,NULL,GP,-61.53,16.27
PTU,Platinum,AK,US,-161.82,59.01
PTY,Panama City,NULL,PA,-79.39,9.07
PUB,Pueblo,CO,US,-104.5,38.29
PUF,Pau,NULL,FR,-0.41,43.38
PUG,Port Augusta,SA,AU,137.77,-32.5
PUJ,Punta Cana,NULL,DO,-68.36,18.56
PUK,"Pukarua, Tuamoto Island",NULL,PF,-137.02,-18.3
PUM,Pomala,NULL,ID,121.62,-4.18
PUQ,Punta Arenas,NULL,CL,-70.84,-53.01
PUS,Busan,NULL,KR,128.95,35.18
PUU,Puerto Asis,NULL,CO,-76.53,0.53
PUW,Pullman,WA,US,-117.11,46.74
PUY,Pula,NULL,HR,13.92,44.89
PVA,Providencia,NULL,CO,-81.35,13.35
PVC,Provincetown,MA,US,-70.22,42.07
PVD,Providence,RI,US,-71.44,41.73
PVE,El Porvenir,NULL,PA,-81,9
PVG,Shanghai,NULL,CN,121.8,31.15
PVH,Porto Velho,RO,BR,-63.9,-8.71
PVK,Preveza,NULL,GR,20.77,38.93
PVR,Puerto Vallarta,NULL,MX,-105.25,20.68
PWE,Pevek,NULL,RU,170.6,69.78
PWM,Portland,ME,US,-70.31,43.65
PWQ,Pavlodar,NULL,KZ,77.07,52.18
PXM,Puerto Escondido,NULL,MX,-97.08,15.85
PXO,Porto Santo (Madeira),NULL,PT,-16.35,33.07
PXU,Pleiku,NULL,VN,108.01,14.01
PYC,Playon Chico,NULL,PA,-79.61,9.57
PYH,Puerto Ayacucho,NULL,VE,-67.5,5.6
PYJ,Polyarnyj,NULL,RU,112.05,66.42
PYY,Pai ,NULL,TH,98.44,19.36
PZB,Pietermaritzburg,NULL,ZA,30.4,-29.64
PZE,Penzance,EN,GB,-5.52,50.11
PZH,Zhob,NULL,PK,69.5,31.33
PZI,Pan Zhi Hua,NULL,CN,101.79,26.54
PZO,Puerto Ordaz,NULL,VE,-62.76,8.29
PZU,Port Sudan,NULL,SD,37.21,19.58
QBC,Bella Coola,BC,CA,-126.67,52.33
QOW,Owerri ,NULL,NG,7.2,5.43
QRO,Queretaro,NULL,MX,-100.38,20.6
QRW,Warri ,NULL,NG,5.82,5.6
QSF,Setif,NULL,DZ,5.33,36.18
QSR,Salerno ,NULL,IT,14.91,40.62
QUB,Ubari,NULL,LY,12.77,26.6
RAB,Rabaul,NULL,PG,152.37,-4.33
RAE,Arar,NULL,SA,41.14,30.9
RAH,Rafha,NULL,SA,43.49,29.62
RAI,Praia,NULL,CV,-23.49,14.95
RAJ,Rajkot,NULL,IN,70.78,22.31
RAK,Marrakech,NULL,MA,-8.03,31.6
RAO,Ribeirao Preto,SP,BR,-47.77,-21.14
RAP,Rapid City,SD,US,-103.06,44.04
RAR,Rarotonga,NULL,CK,-159.8,-21.2
RAS,Rasht,NULL,IR,49.62,37.32
RBA,Rabat,NULL,MA,-6.75,34.04
RBQ,Rurrenabaque,NULL,BO,-67.55,-14.45
RBR,Rio Branco,AC,BR,-67.8,-9.97
RBV,Ramata,NULL,SB,157.64,-8.17
RBX,Rumbek ,NULL,SD,29.67,6.83
RBY,Ruby,AK,US,-155.46,64.73
RCB,Richards Bay,NULL,ZA,32.09,-28.74
RCH,Riohacha,NULL,CO,-72.92,11.53
RCL,Redcliffe,NULL,VU,153.07,-27.21
RCM,Richmond,QLD,AU,143.12,-20.7
RCP,Cinder Park,AK,US,-157.81,57.08
RDD,Redding,CA,US,-122.3,40.51
RDM,Redmond,OR,US,-121.16,44.25
RDN,Redang,NULL,MY,103.01,5.77
RDU,Raleigh/Durham,NC,US,-78.79,35.87
RDV,Red Devil,AK,US,-157.35,61.79
RDZ,Rodez,NULL,FR,2.48,44.41
REA,"Reao, Tuamoto Island",NULL,PF,-136.4,-18.5
REC,Recife,PE,BR,-34.92,-8.13
REG,Reggio Calabria,NULL,IT,15.65,38.08
REL,Trelew,CB,AR,-65.32,-43.23
REN,Orenburg,NULL,RU,55.46,51.79
REP,Siem Reap,NULL,KH,103.82,13.41
RES,Resistencia,CH,AR,-59.05,-27.45
RET,Rost,NULL,NO,12.08,67.48
REU,Reus,SP,ES,1.15,41.15
REX,Reynosa,NULL,MX,-98.23,26.01
RFD,Rockford,IL,US,-89.22,42.3
RFP,Raiatea,NULL,PF,-151.47,-16.73
RGA,Rio Grande,TF,AR,-67.75,-53.78
RGI,Rangiroa,NULL,PF,-147.66,-14.96
RGL,Rio Gallegos,SC,AR,-69.28,-51.62
RGN,Yangon,NULL,MM,96.13,16.9
RGS,Burgos ,NULL,ES,-3.62,42.36
RHI,Rhinelander,WI,US,-89.46,45.63
RHO,Rhodes,NULL,GR,28.09,36.4
RHP,Ramechhap,NULL,NP,86.08,27.33
RIA,Santa Maria,RS,BR,-53.69,-29.71
RIB,Riberalta,NULL,BO,-66.09,-11.01
RIC,Richmond,VA,US,-77.32,37.51
RIG,Rio Grande,RS,BR,-52.17,-32.08
RIS,Rishiri,NULL,JP,141.25,45.18
RIW,Riverton,WY,US,-108.46,43.06
RIX,Riga,NULL,LV,23.98,56.92
RIY,Riyan,NULL,YE,49.37,14.67
RJA,Rajahmundry,NULL,IN,81.82,17.11
RJK,Rijeka,NULL,HR,14.57,45.22
RJL,Logrono,SP,ES,-2.32,42.46
RKA,Aratika ,NULL,PF,-145.44,-15.49
RKD,Rockland,ME,US,-69.1,44.06
RKS,Rock Springs,WY,US,-109.07,41.6
RKT,Rasal-Khaymah',NULL,AE,55.94,25.62
RKV,Reykjavik,NULL,IS,-21.93,64.13
RLG,Rostock-Laage,NULL,DE,12.27,53.92
RMA,Roma,QLD,AU,148.78,-26.54
RMF,Marsa Alam,NULL,EG,34.59,25.56
RMI,Rimini,NULL,IT,12.62,44.02
RMP,Rampart,AK,US,-150.14,65.51
RMQ,Shalu,NULL,TW,120.6,24.25
RMT,Rimatara ,NULL,PF,-152.81,-22.64
RNA,Arona,NULL,SB,161.98,-9.86
RNB,Ronneby,NULL,SE,15.26,56.26
RNL,Rennell,NULL,SB,160.3,-11.67
RNN,Bornholm,NULL,DK,14.76,55.07
RNO,Reno,NV,US,-119.78,39.51
RNS,Rennes,NULL,FR,-1.73,48.07
ROA,Roanoke,VA,US,-79.97,37.32
ROB,Monrovia,NULL,LR,-10.36,6.24
ROC,Rochester,NY,US,-77.67,43.13
ROK,Rockhampton,QLD,AU,150.48,-23.38
ROO,Rondonopolis,MT,BR,-54.72,-16.43
ROP,Rota,NULL,MP,145.24,14.17
ROR,Koror,NULL,PW,134.53,7.36
ROS,Rosario,SF,AR,-60.78,-32.93
ROT,Rotorua,NULL,NZ,176.32,-38.11
ROV,Rostov,NULL,RU,39.75,47.25
ROW,Roswell,NM,US,-104.53,33.3
RPR,Raipur,NULL,IN,81.74,21.18
RRG,Rodrigues Island,NULL,MU,63.35,-19.75
RRR,Raroia ,NULL,PF,-142.48,-16.05
RRS,Roros,NULL,NO,11.35,62.58
RSA,Santa Rosa,LP,AR,-64.27,-36.57
RSD,Rock Sound,NULL,BS,-76.18,24.89
RSH,Russian Mission,AK,US,-161.32,61.78
RSJ,Rosario,WA,US,-122.85,48.63
RST,Rochester,MN,US,-92.49,43.91
RSU,Yeosu,NULL,KR,127.61,34.84
RSW,Fort Myers,FL,US,-81.75,26.54
RTA,Rotuma Island,NULL,FJ,172.5,-14.5
RTB,Roatan,NULL,HN,-86.53,16.32
RTG,Ruteng,NULL,ID,120.45,-8.6
RTM,Rotterdam,NULL,NL,4.43,51.95
RTW,Saratov,NULL,RU,46.07,51.57
RUA,Arua,NULL,UG,30.93,3.03
RUD,Shahrud ,NULL,IR,55.1,36.42
RUE,Butembo ,NULL,CD,29.29,0.13
RUH,Riyadh,NULL,SA,46.7,24.96
RUM,Rumjatar,NULL,NP,86.53,27.32
RUN,Saint Denis de la Reunion,NULL,RE,55.51,-20.89
RUP,Rupsi,NULL,IN,89.92,26.15
RUR,Rurutu,NULL,PF,-151.33,-22.43
RUS,Marau Sound,NULL,SB,161.25,-8.5
RUT,Rutland,VT,US,-72.95,43.53
RVD,Rio Verde,GO,BR,-50.93,-17.72
RVE,Saravena,NULL,CO,-71.9,6.92
RVK,Roervik,NULL,NO,11.23,64.88
RVN,Rovaniemi,NULL,FI,25.83,66.56
RVT,Ravensthorpe,WA,AU,120.2,-33.79
RVV,Rairua,NULL,PF,-147.65,-25.88
RXS,Roxas City,NULL,PH,122.75,11.6
RYG,Rygge,NULL,NO,10.8,59.38
RYK,Rahim Yar Khan,NULL,PK,70.29,28.39
RZE,Rzeszow,NULL,PL,22.03,50.12
RZP,Taytay Sandoval,NULL,PH,121.94,11.05
RZR,Ramsar,NULL,IR,50.68,36.9
RZS,Sawan,NULL,PK,68.87,26.97
SAB,Saba,NULL,AN,-63.22,17.65
SAF,Santa Fe,NM,US,-106.09,35.62
SAH,Sanaa',NULL,YE,44.23,15.47
SAL,San Salvador,NULL,SV,-89.06,13.45
SAN,San Diego,CA,US,-117.2,32.73
SAP,San Pedro Sula,NULL,HN,-87.93,15.46
SAT,San Antonio,TX,US,-98.47,29.52
SAV,Savannah,GA,US,-81.21,32.14
SAW,Istanbul,NULL,TR,29.31,40.9
SAX,Sambu,NULL,PA,-78.08,8.03
SBA,Santa Barbara,CA,US,-119.84,34.43
SBH,Saint Barthelemy,NULL,GP,-62.85,17.9
SBN,South Bend,IN,US,-86.31,41.7
SBP,San Luis Obispo,CA,US,-120.64,35.24
