Location,Country,Region/City,Disease,Species,Feed Language,HM Alert ID,Headline,URL,Issue Date,Alert Tag,New SC,New SD,New CC,New CD,Cumulative SC,Cumulative SD,Cumulative CC,Cumulative CD,RO,Feed Name,Report Source - Primary,Secondary Report Source
Guinea,Guinea,,Ebola,Humans,,3208645,"PRO/AH/EDR> Ebola update (44): WHO, susp",http://promedmail.org/direct.php?id=20150305.3208645,05/03/15 02:44,No Tag,,,,,3205,2127,2808,1735,,ProMED Mail,WHO [edited],
Liberia,Liberia,,Ebola,Humans,,3208645,"PRO/AH/EDR> Ebola update (44): WHO, susp",http://promedmail.org/direct.php?id=20150305.3208645,05/03/15 02:44,No Tag,,,,,9265,4057,3153,,,ProMED Mail,WHO [edited],
Sierra Leone,Sierra Leone,,Ebola,Humans,,3208645,"PRO/AH/EDR> Ebola update (44): WHO, susp",http://promedmail.org/direct.php?id=20150305.3208645,05/03/15 02:44,No Tag,,,,,11443,3530,8353,3164,,ProMED Mail,WHO [edited],
Guinea,Guinea,,Ebola,Humans,,3214632,"PRO/AH/EDR> Ebola update (45): WHO, UNMEER report, Liberia, blood test, susp",http://promedmail.org/direct.php?id=20150307.3214632,07/03/15 18:15,No Tag,,,51,,3219,2129,2813,1737,,ProMED Mail,WHO [edited],
Liberia,Liberia,,Ebola,Humans,,3214632,"PRO/AH/EDR> Ebola update (45): WHO, UNMEER report, Liberia, blood test, susp",http://promedmail.org/direct.php?id=20150307.3214632,07/03/15 18:15,No Tag,,,,,9249,4117,3150,,,ProMED Mail,WHO [edited],
Sierra Leone,Sierra Leone,,Ebola,Humans,,3214632,"PRO/AH/EDR> Ebola update (45): WHO, UNMEER report, Liberia, blood test, susp",http://promedmail.org/direct.php?id=20150307.3214632,07/03/15 18:15,No Tag,,,81,,11466,3546,8370,3180,,ProMED Mail,WHO [edited],
Guinea,Guinea,,Ebola,Humans,,3218217,"PRO/AH/EDR> Ebola update (46): Drug & vaccine trials, sequelae, susp. ",http://promedmail.org/direct.php?id=20150309.3218217,09/03/15 20:45,No Tag,,,,,,,,,,ProMED Mail,,
Guinea,Guinea,,Ebola,Humans,,3223515,"PRO/AH/EDR> Ebola update (47): WHO data, WHO sit. rep. WHO panel, measles, susp.",http://promedmail.org/direct.php?id=20150311.3223515,11/03/15 22:10,No Tag,,,,,3285,2170,2871,1778,,ProMED Mail,WHO [edited],
Liberia,Liberia,,Ebola,Humans,,3223515,"PRO/AH/EDR> Ebola update (47): WHO data, WHO sit. rep. WHO panel, measles, susp.",http://promedmail.org/direct.php?id=20150311.3223515,11/03/15 22:10,No Tag,,,,,9343,4162,3150,,,ProMED Mail,WHO [edited],
Sierra Leone,Sierra Leone,,Ebola,Humans,,3223515,"PRO/AH/EDR> Ebola update (47): WHO data, WHO sit. rep. WHO panel, measles, susp.",http://promedmail.org/direct.php?id=20150311.3223515,11/03/15 22:10,No Tag,,,,,11619,3629,8428,3236,,ProMED Mail,WHO [edited],
Guinea,Guinea,,Ebola,Humans,,3223515,"PRO/AH/EDR> Ebola update (47): WHO data, WHO sit. rep. WHO panel, measles, susp.",http://promedmail.org/direct.php?id=20150311.3223515,11/03/15 22:10,No Tag,,,58,,,,,,,ProMED Mail,"WHO Global Alert and Response (GAR), Pandemic and Epidemic Diseases, Ebola virus disease situation reports: Ebola response roadmap [edited]",
Liberia,Liberia,,Ebola,Humans,,3223515,"PRO/AH/EDR> Ebola update (47): WHO data, WHO sit. rep. WHO panel, measles, susp.",http://promedmail.org/direct.php?id=20150311.3223515,11/03/15 22:10,No Tag,90,,,,,,,,,ProMED Mail,"WHO Global Alert and Response (GAR), Pandemic and Epidemic Diseases, Ebola virus disease situation reports: Ebola response roadmap [edited]",
Sierra Leone,Sierra Leone,,Ebola,Humans,,3223515,"PRO/AH/EDR> Ebola update (47): WHO data, WHO sit. rep. WHO panel, measles, susp.",http://promedmail.org/direct.php?id=20150311.3223515,11/03/15 22:10,No Tag,,,58,,,,,,,ProMED Mail,"WHO Global Alert and Response (GAR), Pandemic and Epidemic Diseases, Ebola virus disease situation reports: Ebola response roadmap [edited]",
United States,United States,,Ebola,Humans,,3229046,"PRO/AH/EDR> Ebola update (48): susp., USA ex Sierra Leone",http://promedmail.org/direct.php?id=20150313.3229046,13/03/15 22:33,No Tag,,,,,,,,,,ProMED Mail,,
United States,United States,,Ebola,Humans,,3232265,"PRO/AH/EDR> Ebola update (49): USA ex Sierra Leone, contacts, susp",http://promedmail.org/direct.php?id=20150315.3232265,15/03/15 23:13,No Tag,,,,,,,,,,ProMED Mail,,
Guinea,Guinea,,Ebola,Humans,,3237401,"PRO/AH/EDR> Ebola update (50): Guinea, Sierra Leone Internationals exposed, RFI, susp",http://promedmail.org/direct.php?id=20150317.3237401,17/03/15 23:00,No Tag,21,,,,,,,,,ProMED Mail,The Herald [edited],
Guinea,Guinea,,Ebola,Humans,,3246668,"PRO/AH/EDR> Ebola update (52): WHO, Guinea cases, reporting, suiting up, susp",http://promedmail.org/direct.php?id=20150321.3246668,21/03/15 21:38,No Tag,95,,,,,,,,,ProMED Mail,Pulse.ng [edited],The New York Times
Sierra Leone,Sierra Leone,,Ebola,Humans,,3246668,"PRO/AH/EDR> Ebola update (52): WHO, Guinea cases, reporting, suiting up, susp",http://promedmail.org/direct.php?id=20150321.3246668,21/03/15 21:38,No Tag,55,,,,,,,,,ProMED Mail,Pulse.ng [edited],The New York Times
Guinea,Guinea,,Ebola,Humans,,3260673,"PRO/AH/EDR> Ebola update (54): WHO, Liberia, UNMEER, vaccines, susp.",http://promedmail.org/direct.php?id=20150327.3260673,27/03/15 23:36,No Tag,,,45,,,,,,,ProMED Mail,WHO [edited],
Liberia,Liberia,,Ebola,Humans,,3260673,"PRO/AH/EDR> Ebola update (54): WHO, Liberia, UNMEER, vaccines, susp.",http://promedmail.org/direct.php?id=20150327.3260673,27/03/15 23:36,No Tag,,,1,,,,,,,ProMED Mail,WHO [edited],
Sierra Leone,Sierra Leone,,Ebola,Humans,,3260673,"PRO/AH/EDR> Ebola update (54): WHO, Liberia, UNMEER, vaccines, susp.",http://promedmail.org/direct.php?id=20150327.3260673,27/03/15 23:36,No Tag,,,33,,,,,,,ProMED Mail,WHO [edited],
Liberia,Liberia,,Ebola,Humans,,3264088,"PRO/AH/EDR> Ebola update (55): vaccines, Liberia, susp",http://promedmail.org/direct.php?id=20150329.3264088,29/03/15 23:35,No Tag,,,,,,,,,,ProMED Mail,,
Guinea,Guinea,,Ebola,Humans,,3271196,"PRO/AH/EDR> Ebola update (56): WHO update, susp.",http://promedmail.org/direct.php?id=20150401.3271196,01/04/15 20:04,No Tag,,,57,,3492,2314,3068,1900,,ProMED Mail,WHO [edited],
Liberia,Liberia,,Ebola,Humans,,3271196,"PRO/AH/EDR> Ebola update (56): WHO update, susp.",http://promedmail.org/direct.php?id=20150401.3271196,01/04/15 20:04,No Tag,,,,,9712,4332,3151,,,ProMED Mail,WHO [edited],
Sierra Leone,Sierra Leone,,Ebola,Humans,,3271196,"PRO/AH/EDR> Ebola update (56): WHO update, susp.",http://promedmail.org/direct.php?id=20150401.3271196,01/04/15 20:04,No Tag,,,25,,11974,3799,8545,3433,,ProMED Mail,WHO [edited],
Guinea,Guinea,,Ebola,Humans,,3278408,"PRO/AH/EDR> Ebola update (57): UNMEER, susp.",http://promedmail.org/direct.php?id=20150405.3278408,05/04/15 16:28,No Tag,,,,,,,,,,ProMED Mail,,
Guinea,Guinea,,Ebola,Humans,,3285489,"PRO/AH/EDR> Ebola update (58): WHO update, UNMEER, susp",http://promedmail.org/direct.php?id=20150408.3285489,08/04/15 23:32,No Tag,,,,,3515,2333,3089,1919,,ProMED Mail,"WHO Global Alert and Response (GAR), Ebola data and statistics, Countries with intense transmission [edited]",
Liberia,Liberia,,Ebola,Humans,,3285489,"PRO/AH/EDR> Ebola update (58): WHO update, UNMEER, susp",http://promedmail.org/direct.php?id=20150408.3285489,08/04/15 23:32,No Tag,,,,,9862,4408,3151,,,ProMED Mail,"WHO Global Alert and Response (GAR), Ebola data and statistics, Countries with intense transmission [edited]",
Sierra Leone,Sierra Leone,,Ebola,Humans,,3285489,"PRO/AH/EDR> Ebola update (58): WHO update, UNMEER, susp",http://promedmail.org/direct.php?id=20150408.3285489,08/04/15 23:32,No Tag,,,,,12138,3831,8554,3465,,ProMED Mail,"WHO Global Alert and Response (GAR), Ebola data and statistics, Countries with intense transmission [edited]",
Guinea,Guinea,,Ebola,Humans,,3285489,"PRO/AH/EDR> Ebola update (58): WHO update, UNMEER, susp",http://promedmail.org/direct.php?id=20150408.3285489,08/04/15 23:32,No Tag,,,21,,,,,,,ProMED Mail,WHO [edited],
Sierra Leone,Sierra Leone,,Ebola,Humans,,3285489,"PRO/AH/EDR> Ebola update (58): WHO update, UNMEER, susp",http://promedmail.org/direct.php?id=20150408.3285489,08/04/15 23:32,No Tag,,,25,,,,,,,ProMED Mail,WHO [edited],
Guinea,Guinea,,Ebola,Humans,,3293320,"PRO/AH/EDR> Ebola update (59): WHO, rapid response, monitoring, susp",http://promedmail.org/direct.php?id=20150412.3293320,12/04/15 22:24,No Tag,,,,,3524,2337,3096,1923,,ProMED Mail,"WHO Global Alert and Response (GAR), Ebola data and statistics, Countries with intense transmission [edited]",
Liberia,Liberia,,Ebola,Humans,,3293320,"PRO/AH/EDR> Ebola update (59): WHO, rapid response, monitoring, susp",http://promedmail.org/direct.php?id=20150412.3293320,12/04/15 22:24,No Tag,,,,,9862,4408,3151,,,ProMED Mail,"WHO Global Alert and Response (GAR), Ebola data and statistics, Countries with intense transmission [edited]",
Sierra Leone,Sierra Leone,,Ebola,Humans,,3293320,"PRO/AH/EDR> Ebola update (59): WHO, rapid response, monitoring, susp",http://promedmail.org/direct.php?id=20150412.3293320,12/04/15 22:24,No Tag,,,,,12170,3842,8559,3476,,ProMED Mail,"WHO Global Alert and Response (GAR), Ebola data and statistics, Countries with intense transmission [edited]",
Guinea,Guinea,,Ebola,Humans,,3300282,"PRO/AH/EDR> Ebola update (60): WHO updates, UNMEER, WHO advises safe sex, susp.",http://promedmail.org/direct.php?id=20150415.3300282,15/04/15 18:46,No Tag,,,28,,3548,2346,3117,1932,,ProMED Mail,WHO [edited],
Liberia,Liberia,,Ebola,Humans,,3300282,"PRO/AH/EDR> Ebola update (60): WHO updates, UNMEER, WHO advises safe sex, susp.",http://promedmail.org/direct.php?id=20150415.3300282,15/04/15 18:46,No Tag,,,0,,10042,4486,3151,,,ProMED Mail,WHO [edited],
Sierra Leone,Sierra Leone,,Ebola,Humans,,3300282,"PRO/AH/EDR> Ebola update (60): WHO updates, UNMEER, WHO advises safe sex, susp.",http://promedmail.org/direct.php?id=20150415.3300282,15/04/15 18:46,No Tag,,,9,,12201,3857,8563,3491,,ProMED Mail,WHO [edited],
"University of Victoria, British Columbia, Canada",Canada,,Ebola,Humans,,3308378,"PRO/AH/EDR> Ebola update (61): Guinea new cases, Indian & Slovenian released, susp ",http://promedmail.org/direct.php?id=20150419.3308378,19/04/15 22:09,No Tag,,,,,,,,,,ProMED Mail,,
Guinea,Guinea,,Ebola,Humans,,3316151,"PRO/AH/EDR> Ebola update (62): WHO update, WHO report, susp",http://promedmail.org/direct.php?id=20150423.3316151,23/04/15 02:47,No Tag,,,21,,3565,2358,3136,1943,,ProMED Mail,WHO [edited],
Liberia,Liberia,,Ebola,Humans,,3316151,"PRO/AH/EDR> Ebola update (62): WHO update, WHO report, susp",http://promedmail.org/direct.php?id=20150423.3316151,23/04/15 02:47,No Tag,,,0,,10212,4573,3151,,,ProMED Mail,WHO [edited],
Sierra Leone,Sierra Leone,,Ebola,Humans,,3316151,"PRO/AH/EDR> Ebola update (62): WHO update, WHO report, susp",http://promedmail.org/direct.php?id=20150423.3316151,23/04/15 02:47,No Tag,,,12,,12267,3877,8575,3511,,ProMED Mail,WHO [edited],
Guinea,Guinea,,Ebola,Humans,,3324426,"PRO/AH/EDR> Ebola update (63): suspected, monitored, research, funding",http://promedmail.org/direct.php?id=20150426.3324426,26/04/15 21:33,No Tag,,,,,,,,,,ProMED Mail,,
Liberia,Liberia,,Ebola,Humans,,3338104,"PRO/AH/EDR> Ebola update (65): Liberia, possible sexual transmission, susp., funding",http://promedmail.org/direct.php?id=20150503.3338104,03/05/15 12:03,No Tag,,,,,,,,,,ProMED Mail,,
Guinea,Guinea,,Ebola,Humans,,3345884,"PRO/AH/EDR> Ebola update (66): WHO, susp. funding",http://promedmail.org/direct.php?id=20150506.3345884,06/05/15 20:04,No Tag,,,9,,3589,2386,3167,1971,,ProMED Mail,WHO [edited],
Liberia,Liberia,,Ebola,Humans,,3345884,"PRO/AH/EDR> Ebola update (66): WHO, susp. funding",http://promedmail.org/direct.php?id=20150506.3345884,06/05/15 20:04,No Tag,,,0,,10564,4716,3151,,,ProMED Mail,WHO [edited],
Sierra Leone,Sierra Leone,,Ebola,Humans,,3345884,"PRO/AH/EDR> Ebola update (66): WHO, susp. funding",http://promedmail.org/direct.php?id=20150506.3345884,06/05/15 20:04,No Tag,,,9,,12440,3903,8595,3537,,ProMED Mail,WHO [edited],
Liberia,Liberia,,Ebola,Humans,,3353859,"PRO/AH/EDR> Ebola update (67): global security, Liberia, vaccine, susp",http://promedmail.org/direct.php?id=20150510.3353859,10/05/15 20:47,No Tag,,,,,,,,,,ProMED Mail,,
Guinea,Guinea,,Ebola,Humans,,3360878,"PRO/AH/EDR> Ebola update (68): WHO, Liberia Ebola free, ECDC, suspected, research, funding",http://promedmail.org/direct.php?id=20150513.3360878,13/05/15 20:01,Breaking,,,7,,3597,2392,3174,1977,,ProMED Mail,WHO [edited],
Liberia,Liberia,,Ebola,Humans,,3360878,"PRO/AH/EDR> Ebola update (68): WHO, Liberia Ebola free, ECDC, suspected, research, funding",http://promedmail.org/direct.php?id=20150513.3360878,13/05/15 20:01,Breaking,,,0,,10604,4796,3151,,,ProMED Mail,WHO [edited],
Sierra Leone,Sierra Leone,,Ebola,Humans,,3360878,"PRO/AH/EDR> Ebola update (68): WHO, Liberia Ebola free, ECDC, suspected, research, funding",http://promedmail.org/direct.php?id=20150513.3360878,13/05/15 20:01,Breaking,,,2,,12523,3904,8597,3538,,ProMED Mail,WHO [edited],
Guinea,Guinea,,Ebola,Humans,,3367192,"PRO/AH/EDR> Ebola update (69): Guinea, Italy, USA, susp.",http://promedmail.org/direct.php?id=20150516.3367192,16/05/15 19:55,No Tag,,,,,,,,,,ProMED Mail,,
Guinea,Guinea,,Ebola,Humans,,3368569,"PRO/AH/EDR> Ebola update (70): WHO update, vaccine, knowledge deficit",http://promedmail.org/direct.php?id=20150517.3368569,17/05/15 19:27,No Tag,,,,,3619,2401,3189,1982,,ProMED Mail,WHO [edited],
Liberia,Liberia,,Ebola,Humans,,3368569,"PRO/AH/EDR> Ebola update (70): WHO update, vaccine, knowledge deficit",http://promedmail.org/direct.php?id=20150517.3368569,17/05/15 19:27,No Tag,,,,,10604,4796,3151,,,ProMED Mail,WHO [edited],
Sierra Leone,Sierra Leone,,Ebola,Humans,,3368569,"PRO/AH/EDR> Ebola update (70): WHO update, vaccine, knowledge deficit",http://promedmail.org/direct.php?id=20150517.3368569,17/05/15 19:27,No Tag,,,,,12540,3904,8598,3538,,ProMED Mail,WHO [edited],
Guinea,Guinea,,Ebola,Humans,,3373374,"PRO/AH/EDR> Ebola update (71): WHO, post-Ebola syndrome, tracking, eyes, susp",http://promedmail.org/direct.php?id=20150520.3373374,20/05/15 04:43,No Tag,,,,,3635,2407,3201,1988,,ProMED Mail,WHO [edited],
Liberia,Liberia,,Ebola,Humans,,3373374,"PRO/AH/EDR> Ebola update (71): WHO, post-Ebola syndrome, tracking, eyes, susp",http://promedmail.org/direct.php?id=20150520.3373374,20/05/15 04:43,No Tag,,,,,10604,4796,3151,,,ProMED Mail,WHO [edited],
Sierra Leone,Sierra Leone,,Ebola,Humans,,3373374,"PRO/AH/EDR> Ebola update (71): WHO, post-Ebola syndrome, tracking, eyes, susp",http://promedmail.org/direct.php?id=20150520.3373374,20/05/15 04:43,No Tag,,,,,12632,2907,8605,3541,,ProMED Mail,WHO [edited],
Guinea,Guinea,,Ebola,Humans,,3383587,"PRO/AH/EDR> Ebola update (72): WHO update, Sierra Leone, susp. technology, funding",http://promedmail.org/direct.php?id=20150524.3383587,24/05/15 22:50,No Tag,,,,,3647,2412,3205,1993,,ProMED Mail,WHO [edited],
Liberia,Liberia,,Ebola,Humans,,3383587,"PRO/AH/EDR> Ebola update (72): WHO update, Sierra Leone, susp. technology, funding",http://promedmail.org/direct.php?id=20150524.3383587,24/05/15 22:50,No Tag,,,,,10666,4806,3151,,,ProMED Mail,WHO [edited],
Sierra Leone,Sierra Leone,,Ebola,Humans,,3383587,"PRO/AH/EDR> Ebola update (72): WHO update, Sierra Leone, susp. technology, funding",http://promedmail.org/direct.php?id=20150524.3383587,24/05/15 22:50,No Tag,,,,,12666,3907,8608,3541,,ProMED Mail,WHO [edited],
Guinea,Guinea,,Ebola,Humans,,3390140,"PRO/AH/EDR> Ebola update (73): WHO update, Sierra Leone, susp. research, vaccines, funding",http://promedmail.org/direct.php?id=20150527.3390140,27/05/15 22:07,No Tag,,,9,,3641,2420,3210,2001,,ProMED Mail,WHO [edited],
Liberia,Liberia,,Ebola,Humans,,3390140,"PRO/AH/EDR> Ebola update (73): WHO update, Sierra Leone, susp. research, vaccines, funding",http://promedmail.org/direct.php?id=20150527.3390140,27/05/15 22:07,No Tag,,,0,,10666,4806,3151,,,ProMED Mail,WHO [edited],
Sierra Leone,Sierra Leone,,Ebola,Humans,,3390140,"PRO/AH/EDR> Ebola update (73): WHO update, Sierra Leone, susp. research, vaccines, funding",http://promedmail.org/direct.php?id=20150527.3390140,27/05/15 22:07,No Tag,,,3,,12706,3908,8608,3542,,ProMED Mail,WHO [edited],
Guinea,Guinea,,Ebola,Humans,,3399384,"PRO/AH/EDR> Ebola update (74): WHO data, Guinea, susp. vaccine, funding",http://promedmail.org/direct.php?id=20150531.3399384,31/05/15 22:41,No Tag,,,,,3644,2425,3216,2006,,ProMED Mail,WHO [edited],
Liberia,Liberia,,Ebola,Humans,,3399384,"PRO/AH/EDR> Ebola update (74): WHO data, Guinea, susp. vaccine, funding",http://promedmail.org/direct.php?id=20150531.3399384,31/05/15 22:41,No Tag,,,,,10666,4806,3151,,,ProMED Mail,WHO [edited],
Sierra Leone,Sierra Leone,,Ebola,Humans,,3399384,"PRO/AH/EDR> Ebola update (74): WHO data, Guinea, susp. vaccine, funding",http://promedmail.org/direct.php?id=20150531.3399384,31/05/15 22:41,No Tag,,,,,12745,3911,8614,3545,,ProMED Mail,WHO [edited],
Guinea,Guinea,,Ebola,Humans,,3407945,"PRO/AH/EDR> Ebola update (75): WHO, Liberia, Sierra Leone, susp",http://promedmail.org/direct.php?id=20150603.3407945,03/06/15 17:24,No Tag,13,,,,3652,2429,3223,2010,,ProMED Mail,WHO [edited],
Liberia,Liberia,,Ebola,Humans,,3407945,"PRO/AH/EDR> Ebola update (75): WHO, Liberia, Sierra Leone, susp",http://promedmail.org/direct.php?id=20150603.3407945,03/06/15 17:24,No Tag,,,,,10666,4806,3151,,,ProMED Mail,WHO [edited],
Sierra Leone,Sierra Leone,,Ebola,Humans,,3407945,"PRO/AH/EDR> Ebola update (75): WHO, Liberia, Sierra Leone, susp",http://promedmail.org/direct.php?id=20150603.3407945,03/06/15 17:24,No Tag,12,,,,12827,3912,8620,3546,,ProMED Mail,WHO [edited],
Guinea,Guinea,,Ebola,Humans,,3416971,"PRO/AH/EDR> Ebola update (76): WHO update, data, guinea, response",http://promedmail.org/direct.php?id=20150608.3416971,08/06/15 04:04,No Tag,,,,,3664,2431,3228,2012,,ProMED Mail,WHO [edited],
Liberia,Liberia,,Ebola,Humans,,3416971,"PRO/AH/EDR> Ebola update (76): WHO update, data, guinea, response",http://promedmail.org/direct.php?id=20150608.3416971,08/06/15 04:04,No Tag,,,,,10666,4806,3151,,,ProMED Mail,WHO [edited],
Sierra Leone,Sierra Leone,,Ebola,Humans,,3416971,"PRO/AH/EDR> Ebola update (76): WHO update, data, guinea, response",http://promedmail.org/direct.php?id=20150608.3416971,08/06/15 04:04,No Tag,,,,,12859,3912,8624,3546,,ProMED Mail,WHO [edited],
Guinea,Guinea,,Ebola,Humans,,3427142,"PRO/AH/EDR> Ebola update (77): WHO update, susp, research, vaccine, funding",http://promedmail.org/direct.php?id=20150610.3427142,10/06/15 21:27,No Tag,16,,,,3670,2437,3239,2018,,ProMED Mail,WHO [edited],
Liberia,Liberia,,Ebola,Humans,,3427142,"PRO/AH/EDR> Ebola update (77): WHO update, susp, research, vaccine, funding",http://promedmail.org/direct.php?id=20150610.3427142,10/06/15 21:27,No Tag,,,,,10666,4806,3151,,,ProMED Mail,WHO [edited],
Sierra Leone,Sierra Leone,,Ebola,Humans,,3427142,"PRO/AH/EDR> Ebola update (77): WHO update, susp, research, vaccine, funding",http://promedmail.org/direct.php?id=20150610.3427142,10/06/15 21:27,No Tag,15,,,,12901,3915,8635,3549,,ProMED Mail,WHO [edited],
Guinea,Guinea,,Ebola,Humans,,3445572,"PRO/AH/EDR> Ebola update (79): WHO update, Liberia guidelines, susp, research, vacc, funding",http://promedmail.org/direct.php?id=20150617.3445572,17/06/15 20:30,No Tag,10,,,,3674,2444,3245,2025,,ProMED Mail,WHO [edited],
Liberia,Liberia,,Ebola,Humans,,3445572,"PRO/AH/EDR> Ebola update (79): WHO update, Liberia guidelines, susp, research, vacc, funding",http://promedmail.org/direct.php?id=20150617.3445572,17/06/15 20:30,No Tag,,,,,10666,4806,3151,,,ProMED Mail,WHO [edited],
Sierra Leone,Sierra Leone,,Ebola,Humans,,3445572,"PRO/AH/EDR> Ebola update (79): WHO update, Liberia guidelines, susp, research, vacc, funding",http://promedmail.org/direct.php?id=20150617.3445572,17/06/15 20:30,No Tag,14,,,,12965,3919,8649,3553,,ProMED Mail,WHO [edited],
Liberia,Liberia,,Ebola,Humans,,3473496,"PRO/AH/EDR> Ebola update (83): Liberia, back 1 month 20 days after 'free' declaration, alert",http://promedmail.org/direct.php?id=20150630.3473496,30/06/15 03:03,No Tag,,,,,,,,,,ProMED Mail,,
Liberia,Liberia,,Ebola,Humans,,3478027,"PRO/AH/EDR> Ebola update (84): Liberia 2nd new case, WHO update, HHS centers, susp. funding",http://promedmail.org/direct.php?id=20150701.3478027,01/07/15 20:59,No Tag,1,,,,,,,,,ProMED Mail,AP [edited],
Liberia,Liberia,,Ebola,Humans,,3478027,"PRO/AH/EDR> Ebola update (84): Liberia 2nd new case, WHO update, HHS centers, susp. funding",http://promedmail.org/direct.php?id=20150701.3478027,01/07/15 20:59,No Tag,,,2,,,,,,,ProMED Mail,Guardian [edited],
Guinea,Guinea,,Ebola,Humans,,3478027,"PRO/AH/EDR> Ebola update (84): Liberia 2nd new case, WHO update, HHS centers, susp. funding",http://promedmail.org/direct.php?id=20150701.3478027,01/07/15 20:59,No Tag,,,,,3729,2482,3269,2039,,ProMED Mail,WHO [edited],
Liberia,Liberia,,Ebola,Humans,,3478027,"PRO/AH/EDR> Ebola update (84): Liberia 2nd new case, WHO update, HHS centers, susp. funding",http://promedmail.org/direct.php?id=20150701.3478027,01/07/15 20:59,No Tag,,,,,10669,4806,3151,,,ProMED Mail,WHO [edited],
Sierra Leone,Sierra Leone,,Ebola,Humans,,3478027,"PRO/AH/EDR> Ebola update (84): Liberia 2nd new case, WHO update, HHS centers, susp. funding",http://promedmail.org/direct.php?id=20150701.3478027,01/07/15 20:59,No Tag,,,,,13119,3932,8665,3566,,ProMED Mail,WHO [edited],
Worldwide,Worldwide,,Ebola,Humans,,3478027,"PRO/AH/EDR> Ebola update (84): Liberia 2nd new case, WHO update, HHS centers, susp. funding",http://promedmail.org/direct.php?id=20150701.3478027,01/07/15 20:59,No Tag,,,,,27514,11220,15085,,,ProMED Mail,WHO [edited],
"Province de Bandundu, DR Congo",DR Congo,,Ebola,Humans,,3480760,"PRO/AH/EDR> Ebola virus disease - Congo DR: (BN) susp, RFI",http://promedmail.org/direct.php?id=20150702.3480760,02/07/15 17:19,No Tag,,,,,,,,,,ProMED Mail,,
Guinea,Guinea,,Ebola,Humans,,3487558,"PRO/AH/EDR> Ebola update (85): WHO update, ECDC, WHO statement, susp. research",http://promedmail.org/direct.php?id=20150705.3487558,05/07/15 21:04,No Tag,,,,,3750,2492,3279,2042,,ProMED Mail,WHO [edited],
Liberia,Liberia,,Ebola,Humans,,3487558,"PRO/AH/EDR> Ebola update (85): WHO update, ECDC, WHO statement, susp. research",http://promedmail.org/direct.php?id=20150705.3487558,05/07/15 21:04,No Tag,,,,,10706,4811,3154,1,,ProMED Mail,WHO [edited],
Sierra Leone,Sierra Leone,,Ebola,Humans,,3487558,"PRO/AH/EDR> Ebola update (85): WHO update, ECDC, WHO statement, susp. research",http://promedmail.org/direct.php?id=20150705.3487558,05/07/15 21:04,No Tag,,,,,13135,3935,8671,3569,,ProMED Mail,WHO [edited],
Worldwide,Worldwide,,Ebola,Humans,,3487558,"PRO/AH/EDR> Ebola update (85): WHO update, ECDC, WHO statement, susp. research",http://promedmail.org/direct.php?id=20150705.3487558,05/07/15 21:04,No Tag,,,,,27591,11238,15104,,,ProMED Mail,WHO [edited],
"Bandundu, Democratic Republic of the Congo",DR Congo,,Ebola,Humans,,3488956,PRO/AH/EDR> Ebola virus disease - Congo DR (02): (BN) NOT,http://promedmail.org/direct.php?id=20150706.3488956,06/07/15 09:51,No Tag,,,,,,,,,,ProMED Mail,,
Guinea,Guinea,,Ebola,Humans,,3505575,"PRO/AH/EDR> Ebola update (87): WHO update, prevention, Liberia, susp.",http://promedmail.org/direct.php?id=20150712.3505575,12/07/15 19:52,No Tag,,,,,3751,2505,3293,2055,,ProMED Mail,WHO [edited],
Liberia,Liberia,,Ebola,Humans,,3505575,"PRO/AH/EDR> Ebola update (87): WHO update, prevention, Liberia, susp.",http://promedmail.org/direct.php?id=20150712.3505575,12/07/15 19:52,No Tag,,,,,10672,4807,3156,1,,ProMED Mail,WHO [edited],
Sierra Leone,Sierra Leone,,Ebola,Humans,,3505575,"PRO/AH/EDR> Ebola update (87): WHO update, prevention, Liberia, susp.",http://promedmail.org/direct.php?id=20150712.3505575,12/07/15 19:52,No Tag,,,,,13177,3941,8676,3575,,ProMED Mail,WHO [edited],
Guinea,Guinea,,Ebola,Humans,,3513604,"PRO/AH/EDR> Ebola update (88): WHO, UNHRD, UNMEER, susp. vaccine, research, funding",http://promedmail.org/direct.php?id=20150715.3513604,15/07/15 21:35,No Tag,,,13,,3760,2506,3300,2056,,ProMED Mail,WHO [edited],
Liberia,Liberia,,Ebola,Humans,,3513604,"PRO/AH/EDR> Ebola update (88): WHO, UNHRD, UNMEER, susp. vaccine, research, funding",http://promedmail.org/direct.php?id=20150715.3513604,15/07/15 21:35,No Tag,,,3,,10673,4808,3153,2,,ProMED Mail,WHO [edited],
Sierra Leone,Sierra Leone,,Ebola,Humans,,3513604,"PRO/AH/EDR> Ebola update (88): WHO, UNHRD, UNMEER, susp. vaccine, research, funding",http://promedmail.org/direct.php?id=20150715.3513604,15/07/15 21:35,No Tag,,,14,,13209,3947,8688,3581,,ProMED Mail,WHO [edited],
Guinea,Guinea,,Ebola,Humans,,3521606,"PRO/AH/EDR> Ebola update (89): WHO, epidemiology, susp. vaccine, research, funding",http://promedmail.org/direct.php?id=20150719.3521606,19/07/15 20:23,No Tag,,,,,3770,2509,3310,2059,,ProMED Mail,WHO [edited],
